id,common_name,scientific_name,cycle,watering,sunlight
2320,carrot,Daucus carota var. sativus,Annual,Average,full sun
2321,hare's foot fern,Davallia canariensis,Perennial,Average,"Part shade, full shade"
2322,rabbit's foot fern,Davallia fejeensis,Perennial,Average,"part shade, part sun/part shade"
2323,rabbit's foot fern,Davallia fejeensis 'Dwarf Ripple',Perennial,Average,"part shade, part sun/part shade"
2324,dead man's fingers,Decaisnea fargesii,Perennial,Average,"Full sun, part shade"
2325,swamp loosestrife,Decodon verticillatus,Herbaceous Perennial,Frequent,"Full sun, part shade"
2326,false hydrangea,Deinanthe bifida,Herbaceous Perennial,Average,"Part shade, full shade"
2327,false hydrangea,Deinanthe caerulea,Herbaceous Perennial,Average,Part shade
2328,royal poinciana,Delonix regia,Perennial,Frequent,full sun
2329,ice plant,Delosperma cooperi,Herbaceous Perennial,Minimum,Full sun
2330,ice plant,Delosperma cooperi 'Jewel of Desert Peridot',Herbaceous Perennial,Minimum,Full sun
2331,ice plant,Delosperma cooperi 'WOWDAY2' WHEELS OF WONDER FIRE WONDER,Herbaceous Perennial,Minimum,Full sun
2332,delosperma,Delosperma floribundum 'Starburst',Herbaceous Perennial,Minimum,Full sun
2333,delosperma,Delosperma 'John Proffitt',Herbaceous Perennial,Minimum,Full sun
2334,ice plant,Delosperma 'Kelaidis',Herbaceous Perennial,Minimum,Full sun
2335,hardy yellow iceplant,Delosperma nubigenum,Herbaceous Perennial,Minimum,Full sun
2336,ice plant,Delosperma 'Orange Crush',Herbaceous Perennial,Minimum,Full sun
2337,ice plant,Delosperma rogersii 'Mini Wine',Herbaceous Perennial,Minimum,Full sun
2338,larkspur,Delphinium (Belladonna Group) 'Casablanca',Herbaceous Perennial,Average,Full sun
2339,cardinal larkspur,Delphinium cardinale,Herbaceous Perennial,Average,"full sun, part shade"
2340,Carolina larkspur,Delphinium carolinianum,Herbaceous Perennial,Average,"Full sun, part shade"
2341,delphinium,Delphinium elatum,Herbaceous Perennial,Average,"Full sun,  Sheltered"
2342,candle larkspur,Delphinium elatum AURORA BLUE,Herbaceous Perennial,Average,"Full sun,  Sheltered"
2343,candle larkspur,Delphinium elatum AURORA DEEP PURPLE,Herbaceous Perennial,Average,"Full sun,  Sheltered"
2344,candle larkspur,Delphinium elatum AURORA WHITE,Herbaceous Perennial,Average,"Full sun,  Sheltered"
2345,tall larkspur,Delphinium exaltatum,Herbaceous Perennial,Average,Full sun
2346,larkspur,Delphinium 'Fanfare',Herbaceous Perennial,Average,Full sun
2347,Siberian larkspur,Delphinium grandiflorum,Herbaceous Perennial,Average,Full sun
2348,Siberian larkspur,Delphinium grandiflorum 'Blue Butterfly',Herbaceous Perennial,Average,Full sun
2349,larkspur,Delphinium 'Misty Mauves',Herbaceous Perennial,Average,"Full sun, part shade"
2350,larkspur,Delphinium (Pacific Hybrids),Herbaceous Perennial,Average,Full sun
2351,delphinium,Delphinium 'Planet Light Pink',Herbaceous Perennial,Average,Full sun
2352,Trelease's larkspur,Delphinium treleasei,Herbaceous Perennial,Average,Full sun
2353,dwarf larkspur,Delphinium tricorne,Herbaceous Perennial,Average,Full sun
2354,orchid,Dendrobium (group),Perennial,Average,part sun/part shade
2355,hay-scented fern,Dennstaedtia punctilobula,Perennial,Average,"Part shade, full shade"
2356,Japanese lady fern,Deparia petersenii,Perennial,Frequent,"Part shade, full shade"
2357,tapering glade fern,Deparia pycnosora,Perennial,Average,"Part shade, full shade"
2358,tufted hair grass,Deschampsia cespitosa,Perennial,Average,"Full sun,  Part sun/part shade"
2359,tufted hair grass,Deschampsia cespitosa 'Northern Lights',Perennial,Average,"Full sun,  Part sun/part shade"
2360,tufted hair grass,Deschampsia cespitosa 'Pixie Fountain',Perennial,Average,"Full sun,  Part sun/part shade"
2361,tufted hair grass,Deschampsia cespitosa 'Tardiflora',Perennial,Average,"Full sun,  Part sun/part shade"
2362,crinkled hair grass,Deschampsia flexuosa,Perennial,Average,Part shade
2363,prairie bundleflower,Desmanthus illinoensis,Herbaceous Perennial,Minimum,Full sun
2364,elegant tick clover,Desmodium elegans,Perennial,Average,Full sun
2365,tick-trefoil,Desmodium illinoense,Herbaceous Perennial,Minimum,Full sun
2366,slender deutzia,Deutzia gracilis,Perennial,Average,"Full sun,  Part sun/part shade"
2367,slender deutzia,Deutzia gracilis 'Duncan' CHARDONNAY PEARLS,Perennial,Average,"Full sun,  Part sun/part shade"
2368,slender deutzia,Deutzia gracilis 'Nikko',Perennial,Average,"Full sun,  Part sun/part shade"
2369,deutzia,Deutzia hybrida 'Magicien',Perennial,Average,"Full sun, part shade"
2370,deutzia,Deutzia hybrida 'Mont Rose',Perennial,Average,"Full sun, part shade"
2371,deutzia,Deutzia hybrida 'Perle Rose',Perennial,Average,"Full sun, part shade"
2372,deutzia,Deutzia hybrida 'Strawberry Fields',Perennial,Average,"Full sun, part shade"
2373,deutzia,Deutzia magnifica,Perennial,Average,"Full sun, part shade"
2374,deutzia,Deutzia 'NCDX2' YUKI CHERRY BLOSSOM,Perennial,Average,"Full sun, part shade"
2375,deutzia,Deutzia rosea,Perennial,Average,"Full sun, part shade"
2376,fuzzy deutzia,Deutzia scabra,Perennial,Average,"Full sun, part shade"
2377,fuzzy deutzia,Deutzia scabra 'Candidissima',Perennial,Average,"Full sun, part shade"
2378,fuzzy deutzia,Deutzia scabra 'Codsall Pink',Perennial,Average,"Full sun, part shade"
2379,flax lily,Dianella tasmanica 'Variegata',Herbaceous Perennial,Minimum,Part shade
2380,carnation,Dianthus (Allwoodii Alpinus Group),Herbaceous Perennial,Average,Full sun
2381,pink,Dianthus allwoodii 'Frosty Fire',Herbaceous Perennial,Average,Full sun
2382,carnation,Dianthus AMERICAN PIE GEORGIA PEACH PIE,Herbaceous Perennial,Average,Full sun
2383,carnation,Dianthus amurensis 'Siberian Blue',Herbaceous Perennial,Average,Full sun
2384,sweet William,Dianthus barbatus,Herbaceous Perennial,Average,"Full sun, part shade"
2385,sweet William,Dianthus barbatus 'Heart Attack',Herbaceous Perennial,Average,Full sun
2386,sweet William,Dianthus barbatus 'Pinocchio',Herbaceous Perennial,Average,Full sun
2387,sweet William,Dianthus barbatus 'Sooty',Herbaceous Perennial,Average,"Full sun, part shade"
2388,cheddar pink,Dianthus 'Bath's Pink',Herbaceous Perennial,Average,Full sun
2389,pink,Dianthus 'Bat's Double Red',Herbaceous Perennial,Average,Full sun
2390,carnation,Dianthus 'Bewitched',Herbaceous Perennial,Average,Full sun
2391,pink,Dianthus 'Black Cherry Wild',Herbaceous Perennial,Average,Full sun
2392,pink,Dianthus BOUQUET ROSE MAGIC,Annual,Average,Full sun
2393,carnation,Dianthus 'Brilliant Star',Herbaceous Perennial,Average,Full sun
2394,carnation,Dianthus caryophyllus 'Clarion',Herbaceous Perennial,Average,Full sun
2395,carnation,Dianthus caryophyllus 'Vienna Mischung',Herbaceous Perennial,Average,Full sun
2396,pink,Dianthus chinensis 'Velvet 'n Lace',Herbaceous Perennial,Minimum,"Full sun, part shade"
2397,pink,Dianthus 'Coconut Punch',Herbaceous Perennial,Average,Full sun
2398,carnation,Dianthus 'Dad's Favourite',Herbaceous Perennial,Average,Full sun
2399,maiden pink,Dianthus deltoides,Herbaceous Perennial,Average,Full sun
2400,maiden pink,Dianthus deltoides 'Albus',Herbaceous Perennial,Minimum,Full sun
2401,maiden pink,Dianthus deltoides 'Zing Salmon',Herbaceous Perennial,Average,Full sun
2402,pink,Dianthus 'Devon Xera' FIRE STAR,Herbaceous Perennial,Average,Full sun
2403,pink,Dianthus DIAMOND SCARLET IMPROVED,Annual,Average,Full sun
2404,cheddar pink,Dianthus 'Feuerhexe' FIREWITCH,Herbaceous Perennial,Average,Full sun
2405,cheddar pink,Dianthus 'First Love',Herbaceous Perennial,Average,Full sun
2406,cheddar pink,Dianthus gratianopolitanus,Herbaceous Perennial,Average,Full sun
2407,cheddar pink,Dianthus gratianopolitanus 'Grandiflorus',Herbaceous Perennial,Average,Full sun
2408,dianthus,Dianthus 'Heart's Desire',Herbaceous Perennial,Average,Full sun
2409,carnation,Dianthus 'Helen',Herbaceous Perennial,Average,Full sun
2410,pink,Dianthus 'Horatio',Herbaceous Perennial,Average,Full sun
2411,pink,Dianthus 'Inchmery',Herbaceous Perennial,Average,Full sun
2412,pink,Dianthus 'Ipswich Pink',Herbaceous Perennial,Average,Full sun
2413,pink,Dianthus 'Kahori',Herbaceous Perennial,Average,Full sun
2414,carnation,Dianthus 'Laced Romeo',Herbaceous Perennial,Average,Full sun
2415,pink,Dianthus 'Little Bobby',Herbaceous Perennial,Average,Full sun
2416,cheddar pink,Dianthus 'Mountain Mist',Herbaceous Perennial,Average,Full sun
2417,pink,Dianthus 'Musgrave's Pink',Herbaceous Perennial,Average,Full sun
2418,dianthus,Dianthus 'Nana Pink Tones',Herbaceous Perennial,Average,Full sun
2419,pink,Dianthus 'Paint The Town Fancy',Herbaceous Perennial,Average,Full sun
2420,pink,Dianthus 'Paint The Town Red',Herbaceous Perennial,Average,Full sun
2421,pink,Dianthus 'Painted Beauty',Herbaceous Perennial,Average,Full sun
2422,pink,Dianthus pavonius 'Nancy Lindsay',Herbaceous Perennial,Average,Full sun
2423,pink,Dianthus 'Pheasant's Eye',Herbaceous Perennial,Average,Full sun
2424,border carnation,Dianthus 'Pixie',Herbaceous Perennial,Average,Full sun
2425,carnation,Dianthus 'Pixie Star',Herbaceous Perennial,Average,Full sun
2426,pink,Dianthus plumarius 'Itsaul White',Herbaceous Perennial,Average,Full sun
2427,pink,Dianthus 'Pomegranate Kiss',Herbaceous Perennial,Average,Full sun
2428,pink,Dianthus 'Prairie Pink',Herbaceous Perennial,Average,Full sun
2429,garden pinks,Dianthus 'Rainbow Loveliness',Herbaceous Perennial,Average,Full sun
2430,pink,Dianthus 'Rosish One',Herbaceous Perennial,Average,Full sun
2431,pink,Dianthus 'Rubin',Herbaceous Perennial,Average,Full sun
2432,pink,Dianthus 'Siskin Clock',Herbaceous Perennial,Average,Full sun
2433,carnation,Dianthus 'Spangled Star',Herbaceous Perennial,Average,Full sun
2434,sweet William,Dianthus 'Stagirond' RONDO,Annual,Average,full sun
2435,pink,Dianthus 'Sunflor Chocolate',Herbaceous Perennial,Average,Full sun
2436,carnation,Dianthus superbus,Herbaceous Perennial,Average,Full sun
2437,fringed pink,Dianthus superbus 'Crimsonia',Herbaceous Perennial,Average,Full sun
2438,carnation,Dianthus 'Supra Purple',Annual,Average,Full sun
2439,carnation,Dianthus 'Valda Kitty' DEVON COTTAGE RUBY'S TUESDAY,Herbaceous Perennial,Average,Full sun
2440,carnation,Dianthus 'Valda Louise' ROSIE CHEEKS,Herbaceous Perennial,Average,Full sun
2441,pink,Dianthus 'Wicked Witch',Herbaceous Perennial,Average,Full sun
2442,pink,Dianthus 'WP Passion',Herbaceous Perennial,Average,Full sun
2443,pink,Dianthus 'WP05 Yves' SCENT FIRST COCONUT SURPRISE,Herbaceous Perennial,Average,Full sun
2444,pink,Dianthus 'Wp10 Sab06' EARLY BIRD CHILI,Herbaceous Perennial,Average,Full sun
2445,American beakgrain,Diarrhena americana,Perennial,Average,"Part shade, full shade"
2446,diarrhena,Diarrhena mandshurica,Perennial,Average,"Part shade, full shade"
2447,American beakgrain,Diarrhena obovata,Perennial,Frequent,"Part shade, full shade"
2448,twinspur,Diascia barberae,Herbaceous Perennial,Average,Full sun
2449,diascia,Diascia integerrima 'Coral Canyon',Herbaceous Perennial,Average,"Full sun, part shade"
2450,bleeding heart,Dicentra 'Adrian Bloom',Herbaceous Perennial,Average,Part shade
2451,bleeding heart,Dicentra 'Bacchanal',Herbaceous Perennial,Average,Part shade
2452,bleeding heart,Dicentra 'Burning Hearts',Herbaceous Perennial,Average,Part shade
2453,Dutchman's breeches,Dicentra cucullaria,Herbaceous Perennial,Average,"Part shade, full shade"
2454,bleeding heart,Dicentra eximia,Herbaceous Perennial,Average,Part shade
2455,bleeding heart,Dicentra 'Ivory Hearts',Herbaceous Perennial,Average,"Part shade, full shade"
2456,bleeding heart,Dicentra 'King of Hearts',Herbaceous Perennial,Average,Part shade
2457,bleeding heart,Dicentra 'Love Hearts',Herbaceous Perennial,Average,Part shade
2458,bleeding heart,Dicentra 'Luxuriant',Herbaceous Perennial,Average,Part shade
2459,bleeding heart,Dicentra 'Red Fountain',Herbaceous Perennial,Average,Part shade
2460,dichondra,Dichondra argentea 'Silver Falls',Herbaceous Perennial,Minimum,Full sun
2461,blue ginger,Dichorisandra thyrsiflora,Herbaceous Perennial,Average,Part shade
2462,Chinese quinine,Dichroa febrifuga,Perennial,Frequent,part shade
2463,soft tree fern,Dicksonia antarctica,Perennial,Frequent,"Part shade, full shade"
2464,dicliptera,Dicliptera squarrosa,Herbaceous Perennial,Average,Full sun
2465,dittany,Dictamnus albus,Herbaceous Perennial,Average,Full sun
2466,dittany,Dictamnus albus 'Albiflorus',Herbaceous Perennial,Average,"Full sun, part shade"
2467,dittany,Dictamnus albus var. purpureus,Herbaceous Perennial,Average,Full sun
2468,dumb cane,Dieffenbachia seguine,Herbaceous Perennial,Average,"filtered shade, part sun/part shade"
2469,Angel’s fishing rod,Dierama igneum,Perennial,Average,"full sun, part sun/part shade"
2470,angel's fishing rods,Dierama pendulum,Perennial,Average,Full sun
2471,dwarf bush-honeysuckle,Diervilla 'Copper',Perennial,Average,"Full sun, part shade"
2472,southern bush honeysuckle,Diervilla 'G2X88544' KODIAK ORANGE,Perennial,Average,"Full sun, part shade"
2473,bush honeysuckle,Diervilla lonicera,Perennial,Minimum,Full sun Partial sun Shade
2474,mountain bush honeysuckle,Diervilla rivularis,Perennial,Average,"Full sun, part shade"
2475,mountain bush honeysuckle,Diervilla rivularis 'Morton' SUMMER STARS,Perennial,Average,"Full sun, part shade"
2476,bush honeysuckle,Diervilla sessilifolia,Perennial,Average,"Full sun, part shade"
2477,southern bush honeysuckle,Diervilla sessilifolia 'LPDC Podaras' COOL SPLASH,Perennial,Average,"Full sun, part shade"
2478,bush honeysuckle,Diervilla splendens 'El Madrigal' NIGHTGLOW,Perennial,Average,Full sun
2479,butterfly flag,Dietes bicolor,Perennial,Average,"Full sun, part shade"
2480,dietes,Dietes iridioides,Herbaceous Perennial,Average,"Full sun, part shade"
2481,rusty foxglove,Digitalis ferruginea,Herbaceous Perennial,Average,Part shade
2482,rusty foxglove,Digitalis ferruginea 'Gelber Herold',Herbaceous Perennial,Average,Part shade
2483,foxglove,Digitalis FOXLIGHT RUBY GLOW,Herbaceous Perennial,Average,"Full sun, part shade"
2484,large yellow foxglove,Digitalis grandiflora,Herbaceous Perennial,Average,Part shade
2485,strawberry foxglove,Digitalis mertonensis,Herbaceous Perennial,Average,"Full sun, part shade"
2486,willow-leaved foxglove,Digitalis obscura,Herbaceous Perennial,Average,Part shade
2487,common foxglove,Digitalis purpurea,Herbaceous Perennial,Average,Part sun/part shade
2488,common foxglove,Digitalis purpurea 'Candy Mountain',Herbaceous Perennial,Average,Part sun/part shade
2489,common foxglove,Digitalis purpurea (Excelsior Group),Herbaceous Perennial,Average,Part sun/part shade
2490,common foxglove,Digitalis purpurea f. albiflora,Herbaceous Perennial,Average,Part sun/part shade
2491,common foxglove,Digitalis purpurea (Foxy Group),Herbaceous Perennial,Average,Part sun/part shade
2492,common foxglove,Digitalis purpurea 'Pam's Choice',Herbaceous Perennial,Average,Part sun/part shade
2493,common foxglove,Digitalis purpurea 'Sutton's Apricot',Herbaceous Perennial,Average,Part sun/part shade
2494,foxglove,Digitalis 'Takforoiv' FOXLIGHT ROSE IVORY,Herbaceous Perennial,Average,"Full sun, part shade"
2495,mullein foxglove,Digitalis thapsi 'Spanish Peaks',Herbaceous Perennial,Average,"Full sun, part shade"
2496,longan,Dimocarpus longan,Perennial,Average,"full sun, part shade"
2497,weather prophet,Dimorphotheca pluvialis,Annual,Minimum,Full sun
2498,Venus fly trap,Dionaea muscipula,Herbaceous Perennial,Average,"full sun, part sun/part shade"
2499,Venus fly trap,Dionaea muscipula 'Akai Ryu',Herbaceous Perennial,Average,"full sun, part shade"
2500,Venus fly trap,Dionaea muscipula 'Cup-shaped',Herbaceous Perennial,Minimum,"full sun, part shade"
2501,Venus fly trap,Dionaea muscipula 'King Henry',Herbaceous Perennial,Frequent,"full sun, part shade"
2502,cycad,Dioon edule,Perennial,Average,"Full sun, part shade"
2503,water yam,Dioscorea alata,Perennial,Average,"Full sun, part shade"
2504,ornamental yam,Dioscorea discolor,Perennial,Average,Full sun
2505,white yam,Dioscorea (vegetable group),Perennial,Average,"full sun, part shade"
2506,Japanese persimmon,Diospyros kaki 'Dagaishi',Perennial,Average,Full sun
2507,kaki,Diospyros kaki 'Fuyu',Perennial,Average,Full sun
2508,persimmon,Diospyros virginiana 'Meader',Perennial,Minimum,"Full sun, part shade"
2509,rosy dipelta,Dipelta floribunda,Perennial,Average,"Full sun, part shade"
2510,glade fern,Diplazium pycnocarpon,Perennial,Average,"Part shade, full shade"
2511,common teasel,Dipsacus fullonum,Annual,Average,"Full sun, part shade"
2512,leatherwood,Dirca palustris,Perennial,Average,part sun/part shade
2513,disanthus,Disanthus cercidifolius,Perennial,Average,"Full sun,  Part sun/part shade,  Sheltered"
2514,Solomon's seal,Disporopsis arisanensis,Herbaceous Perennial,Average,"part sun/part shade, filtered shade"
2515,evergreen Solomon's seal,Disporopsis pernyi,Herbaceous Perennial,Average,"Part shade, full shade"
2516,fairy bells,Disporum cantoniense,Herbaceous Perennial,Average,"Part shade, full shade"
2517,fairy bells,Disporum cantoniense 'Night Heron',Herbaceous Perennial,Average,"Part shade, full shade"
2518,fairy bells,Disporum flavens,Herbaceous Perennial,Average,"Part shade, full shade"
2519,fairy bells,Disporum lutescens,Herbaceous Perennial,Average,"Part shade, full shade"
2520,fairy bells,Disporum sessile 'Variegatum',Herbaceous Perennial,Average,"Part shade, full shade"
2521,shooting star,Dodecatheon meadia,Herbaceous Perennial,Average,Part shade
2522,leopard's bane,Doronicum 'Little Leo',Herbaceous Perennial,Average,full sun
2523,leopard's bane,Doronicum macrophyllum,Herbaceous Perennial,Average,"Full sun, part shade"
2524,leopard's bane,Doronicum orientale 'Leonardo Compact',Herbaceous Perennial,Frequent,"Full sun, part shade"
2525,livingstone daisy,Dorotheanthus bellidiformis 'Mesbicla' MEZOO TRAILING RED,Herbaceous Perennial,Minimum,Full sun
